user,movie,prediction
1088,1088,3.03506660461
5156,1088,2.97272658348
392,1088,
3475,1088,3.32313871384
1265,1088,
4186,1088,2.19214105606
53,1088,
481,1088,
133,1088,
513,1088,
4126,1088,3.42473340034
1561,1088,3.14357686043
4517,1088,2.77256965637
5447,1088,3.83709406853
412,1088,
1752,1088,3.03807282448
1889,1088,2.65755033493
26,1088,
1875,1088,2.85755848885
329,1088,
223,1088,
3679,1088,3.14091587067
2127,1088,2.82822728157
601,1088,
727,1088,3.36576271057
346,1088,
855,1088,2.88194799423
5787,1088,2.74487471581
1505,1088,2.8244330883
2638,1088,2.75577259064
556,1088,
305,1088,
291,1088,
386,1088,
1266,1088,3.71247959137
146,1088,
777,1088,2.57721471786
4312,1088,2.84075975418
5539,1088,2.69550061226
442,1088,
348,1088,
6,1088,
86,1088,
5001,1088,3.23589468002
178,1088,
169,1088,
500,1088,
692,1088,3.31805539131
5492,1088,3.47095632553
2232,1088,3.21001553535
1029,1088,3.0343735218
544,1088,
1930,1088,2.90894365311
268,1088,
5488,1088,2.7261595726
92,1088,
2909,1088,3.65399122238
2810,1088,3.78469777107
2847,1088,2.19393324852
1194,1088,3.38204908371
3401,1088,2.80786204338
366,1088,
37,1088,
461,1088,
531,1088,
324,1088,
1164,1088,2.9632768631
4940,1088,3.00101590157
721,1088,3.79761695862
583,1088,
594,1088,
310,1088,
326,1088,
59,1088,
2832,1088,2.46162629128
136,1088,
1998,1088,2.99993062019
2188,1088,2.7282166481
331,1088,
2077,1088,2.82587432861
543,1088,
5063,1088,3.2505440712
524,1088,
264,1088,
869,1088,3.53505444527
635,1088,
1724,1088,3.57279872894
2350,1088,3.47671055794
10,1088,
1611,1088,2.98281049728
3014,1088,3.2142701149
38,1088,
261,1088,
1447,1088,3.45400524139
3462,1088,2.98993873596
249,1088,
5996,1088,3.74373936653
1421,1088,2.36349177361
3842,1088,3.20955944061
62,1088,
1912,1088,2.03321313858
411,1088,
482,1088,
2453,1088,3.4324297905
528,1088,
2125,1088,3.32467389107
2116,1088,3.67714500427
5723,1088,2.76859712601
352,1088,
678,1088,3.72763633728
3507,1088,2.64914894104
752,1088,2.16819739342
5458,1088,2.5278840065
32,1088,
382,1088,
265,1088,
151,1088,
1579,1088,2.72009396553
1383,1088,2.7452750206
639,1088,3.54994273186
1268,1088,3.20021152496
33,1088,
5394,1088,2.87372303009
1448,1088,3.32869386673
1958,1088,3.53816509247
5277,1088,2.88960433006
5205,1088,2.92106056213
499,1088,
5734,1088,3.07659220695
1092,1088,3.48408865929
6016,1088,2.54536986351
3768,1088,2.92584753036
3363,1088,3.0480697155
1776,1088,3.27018642426
1117,1088,2.98909401894
4467,1088,1.97232794762
5636,1088,2.32947349548
517,1088,
2376,1088,2.45585274696
5157,1238,4.19611024857
4418,1238,3.40043711662
193,1238,
1274,1238,3.74272799492
2962,1238,3.46654701233
329,1238,
973,1238,3.02966427803
91,1238,
333,1238,
2407,1238,3.84754776955
157,1238,
5787,1238,3.89318442345
1505,1238,4.14319324493
935,1238,3.45888495445
1266,1238,4.03312492371
1590,1238,3.47803068161
2781,1238,4.33947086334
5761,1238,3.49418997765
1952,1238,3.90164542198
178,1238,
1242,1238,3.87332248688
235,1238,
397,1238,
117,1238,
1002,1238,4.05318689346
1181,1238,3.128439188
4448,1238,4.34775447845
327,1238,
4940,1238,4.45157575607
498,1238,
307,1238,
161,1238,
549,1238,
2436,1238,3.78478646278
2832,1238,4.03186511993
691,1238,3.87677073479
635,1238,
5172,1238,3.57982897758
1897,1238,3.94537448883
3391,1238,4.27954912186
464,1238,
550,1238,
2868,1238,3.84758615494
1547,1238,2.94972229004
4802,1238,4.25974273682
3367,1238,4.2893872261
525,1238,
5991,1238,3.90827941895
5019,1238,3.34723424911
4467,1238,2.09398889542
393,1238,
1088,1342,2.44057226181
53,1342,
321,1342,
4169,1342,2.67222881317
1051,1342,2.88727521896
2962,1342,2.36518526077
1889,1342,2.39729714394
548,1342,
601,1342,
855,1342,2.71632552147
1266,1342,2.82398200035
2796,1342,1.93008136749
3648,1342,2.77739715576
1516,1342,2.62490582466
676,1342,2.25396347046
163,1342,
1733,1342,2.75406527519
2847,1342,2.03712940216
2910,1342,
531,1342,
5397,1342,2.51624107361
1969,1342,3.1365647316
721,1342,2.59603714943
1451,1342,3.01685070992
1643,1342,2.83045244217
278,1342,
1737,1342,2.98515272141
585,1342,
543,1342,
524,1342,
533,1342,
2129,1342,3.04539513588
1611,1342,3.25048232079
710,1342,2.80791378021
352,1342,
195,1342,
621,1342,
608,1342,
712,1342,2.92308044434
1579,1342,2.53637671471
424,1342,
1448,1342,2.64932107925
337,1342,
5878,1342,2.6449303627
4085,1342,2.81233215332
1776,1342,2.81277179718
3055,1342,2.76198863983
148,1580,
463,1580,
496,1580,
392,1580,
623,1580,
3475,1580,3.61240625381
31,1580,
516,1580,
137,1580,
251,1580,
1265,1580,
65,1580,
458,1580,
4294,1580,3.86509156227
53,1580,
255,1580,
481,1580,
588,1580,
970,1580,3.58515810966
4477,1580,3.25334143639
472,1580,
918,1580,2.39630794525
321,1580,
362,1580,
155,1580,
368,1580,
530,1580,
101,1580,
1165,1580,3.12802410126
385,1580,
4169,1580,3.55521464348
210,1580,
436,1580,
2683,1580,3.11840224266
596,1580,
1415,1580,3.3627307415
2905,1580,3.71180582047
406,1580,
412,1580,
2962,1580,2.80235075951
1889,1580,3.23694300652
501,1580,
577,1580,
44,1580,
192,1580,
271,1580,
1875,1580,3.30345129967
5892,1580,3.40574193001
103,1580,
329,1580,
460,1580,
4610,1580,4.09635829926
336,1580,
350,1580,
973,1580,2.38954997063
1260,1580,3.46723628044
3054,1580,2.92302155495
223,1580,
3792,1580,3.89678573608
602,1580,
2168,1580,3.85166287422
409,1580,
1978,1580,3.80985331535
333,1580,
3963,1580,3.44404530525
285,1580,
22,1580,
372,1580,
604,1580,
5302,1580,3.89985227585
122,1580,
230,1580,
319,1580,
493,1580,
93,1580,
157,1580,
190,1580,
225,1580,
232,1580,
346,1580,
476,1580,
855,1580,3.33955049515
5102,1580,4.34414434433
5620,1580,3.40986609459
177,1580,
556,1580,
132,1580,
185,1580,
355,1580,
386,1580,
435,1580,
603,1580,
1266,1580,3.64121747017
2796,1580,2.99654221535
2239,1580,3.89485549927
3648,1580,2.95636868477
1516,1580,4.02563381195
52,1580,
1302,1580,4.02896356583
212,1580,
5761,1580,3.76659655571
631,1580,
182,1580,
442,1580,
13,1580,
440,1580,
86,1580,
474,1580,
168,1580,
1952,1580,3.26388907433
3,1580,
328,1580,
40,1580,
429,1580,
169,1580,
139,1580,
359,1580,
479,1580,
2808,1580,4.08856010437
2880,1580,3.13472962379
431,1580,
4639,1580,4.00186634064
377,1580,
402,1580,
1074,1580,3.37507987022
292,1580,
306,1580,
646,1580,3.79002165794
235,1580,
620,1580,
452,1580,
1029,1580,2.94554042816
48,1580,
5,1580,
163,1580,
268,1580,
2985,1580,3.72305965424
258,1580,
19,1580,
92,1580,
419,1580,
542,1580,
560,1580,
415,1580,
257,1580,
1186,1580,3.44996666908
3119,1580,3.50716924667
117,1580,
1733,1580,2.67373991013
309,1580,
425,1580,
1530,1580,3.67953658104
2847,1580,2.62360906601
4478,1580,3.50381231308
15,1580,
1194,1580,3.72072339058
563,1580,
615,1580,
2246,1580,3.04480195045
3074,1580,3.9606051445
3401,1580,3.57876801491
366,1580,
179,1580,
127,1580,
316,1580,
461,1580,
523,1580,
531,1580,
979,1580,3.4472322464
3410,1580,2.95084381104
462,1580,
547,1580,
202,1580,
263,1580,
2926,1580,3.17670345306
17,1580,
231,1580,
1219,1580,4.02355194092
609,1580,
1329,1580,3.68863034248
4589,1580,3.93354320526
72,1580,
398,1580,
505,1580,
538,1580,
1211,1580,2.87103867531
175,1580,
1865,1580,3.34899806976
583,1580,
610,1580,
1142,1580,3.35704064369
456,1580,
441,1580,
884,1580,4.1339840889
1560,1580,3.59495830536
5630,1580,3.551176548
229,1580,
326,1580,
3085,1580,3.66635084152
301,1580,
494,1580,
1737,1580,3.80968999863
59,1580,
445,1580,
1779,1580,2.85131645203
3505,1580,3.12060117722
8,1580,
100,1580,
450,1580,
495,1580,
5276,1580,3.67537856102
23,1580,
2784,1580,3.32021927834
49,1580,
380,1580,
791,1580,3.55504012108
7,1580,
162,1580,
514,1580,
549,1580,
130,1580,
624,1580,
453,1580,
1601,1580,3.90292835236
314,1580,
691,1580,3.53346991539
1998,1580,3.15708875656
565,1580,
273,1580,
343,1580,
439,1580,
585,1580,
194,1580,
277,1580,
331,1580,
438,1580,
532,1580,
3038,1580,3.23828983307
129,1580,
166,1580,
1463,1580,4.55062580109
543,1580,
1001,1580,3.2307779789
2258,1580,3.6388092041
5053,1580,3.68257474899
524,1580,
533,1580,
3840,1580,3.67779397964
264,1580,
1347,1580,3.4784154892
1724,1580,3.60737419128
403,1580,
509,1580,
10,1580,
2641,1580,3.66015291214
3807,1580,3.67782282829
267,1580,
45,1580,
569,1580,
1611,1580,3.77083873749
216,1580,
1447,1580,3.7462105751
82,1580,
181,1580,
249,1580,
510,1580,
288,1580,
576,1580,
240,1580,
25,1580,
73,1580,
245,1580,
427,1580,
113,1580,
237,1580,
24,1580,
2715,1580,3.5024831295
3693,1580,3.43179798126
121,1580,
396,1580,
480,1580,
143,1580,
95,1580,
477,1580,
482,1580,
29,1580,
528,1580,
214,1580,
550,1580,
1079,1580,3.06437945366
5723,1580,3.4659986496
335,1580,
338,1580,
352,1580,
195,1580,
678,1580,3.9232673645
1348,1580,3.62434244156
595,1580,
752,1580,2.62894058228
5458,1580,3.33305621147
1203,1580,3.7947075367
60,1580,
90,1580,
371,1580,
3746,1580,3.7872569561
75,1580,
621,1580,
457,1580,
151,1580,
608,1580,
1547,1580,2.54289078712
272,1580,
515,1580,
5484,1580,3.66849517822
109,1580,
487,1580,
213,1580,
303,1580,
426,1580,
1842,1580,3.90321063995
611,1580,
612,1580,
4785,1580,3.79378700256
58,1580,
204,1580,
575,1580,
369,1580,
508,1580,
541,1580,
260,1580,
567,1580,
147,1580,
198,1580,
546,1580,
1228,1580,3.45692205429
5394,1580,3.47869420052
349,1580,
424,1580,
123,1580,
342,1580,
1448,1580,3.6090593338
199,1580,
242,1580,
284,1580,
4640,1580,3.03024530411
522,1580,
42,1580,
337,1580,
566,1580,
5991,1580,2.95259571075
149,1580,
3274,1580,3.70665335655
294,1580,
118,1580,
1390,1580,3.99057030678
571,1580,
184,1580,
302,1580,
557,1580,
605,1580,
5242,1580,2.76474809647
616,1580,
628,1580,
632,1580,
174,1580,
3363,1580,3.25991344452
1776,1580,3.42729306221
2282,1580,3.80816674232
252,1580,
551,1580,
1063,1580,4.11755037308
18,1580,
475,1580,
134,1580,
584,1580,
701,1580,3.34668302536
4232,1580,3.47081875801
36,1580,
187,1580,
208,1580,
422,1580,
2376,1580,2.94508743286
623,1591,
5682,1591,3.29086518288
53,1591,
255,1591,
970,1591,2.40394258499
3313,1591,2.54561233521
210,1591,
436,1591,
192,1591,
271,1591,
103,1591,
329,1591,
93,1591,
476,1591,
5787,1591,2.68786430359
2796,1591,1.8553237915
1516,1591,2.76571559906
770,1591,2.46562170982
4979,1591,2.28461146355
474,1591,
839,1591,2.75987482071
163,1591,
117,1591,
2131,1591,2.59892582893
2847,1591,1.91475224495
262,1591,
563,1591,
3401,1591,2.31102466583
461,1591,
937,1591,2.81052923203
2887,1591,2.74521708488
202,1591,
1219,1591,2.7449233532
1329,1591,2.58674407005
698,1591,2.73079061508
437,1591,
301,1591,
890,1591,2.86849594116
445,1591,
1779,1591,2.32414078712
791,1591,2.24675631523
549,1591,
244,1591,
1422,1591,2.0722014904
585,1591,
2077,1591,2.52758002281
543,1591,
5053,1591,2.57708001137
524,1591,
1639,1591,2.57193922997
5473,1591,2.48899197578
1611,1591,2.81777429581
1447,1591,2.46142864227
73,1591,
245,1591,
550,1591,
335,1591,
195,1591,
678,1591,2.49380993843
639,1591,2.55491709709
170,1591,
58,1591,
4728,1591,2.73815655708
147,1591,
424,1591,
1448,1591,2.36683249474
199,1591,
284,1591,
42,1591,
566,1591,
3274,1591,2.25203180313
571,1591,
3768,1591,2.43896436691
302,1591,
4079,1591,2.58275127411
1101,1591,2.3883869648
3312,1591,2.32573461533
996,1591,2.64839315414
716,1591,3.24424576759
18,1591,
475,1591,
1246,1591,2.76932835579
134,1591,
392,1645,
4489,1645,3.76289510727
137,1645,
4042,1645,3.18156385422
53,1645,
588,1645,
970,1645,3.45718884468
133,1645,
513,1645,
321,1645,
1561,1645,3.5246925354
34,1645,
368,1645,
4169,1645,3.08565831184
2962,1645,2.64032554626
667,1645,3.52584791183
1889,1645,2.96502113342
26,1645,
44,1645,
192,1645,
271,1645,
1260,1645,3.19728732109
3679,1645,3.47805666924
1925,1645,3.11280298233
285,1645,
727,1645,2.86693024635
2242,1645,3.46340608597
319,1645,
1425,1645,3.35559725761
355,1645,
259,1645,
2781,1645,3.67606830597
3648,1645,3.14450573921
3125,1645,3.57374691963
1902,1645,3.73979949951
442,1645,
474,1645,
3509,1645,2.94485807419
308,1645,
429,1645,
839,1645,3.65564274788
570,1645,
5492,1645,3.55001759529
3613,1645,3.33664488792
676,1645,3.19073009491
5096,1645,2.91035103798
163,1645,
1806,1645,3.69875240326
19,1645,
4465,1645,2.45120644569
1733,1645,2.72114491463
904,1645,3.56746411324
2847,1645,2.50470542908
15,1645,
3112,1645,3.09870171547
1194,1645,3.73488736153
2841,1645,3.29792046547
4520,1645,3.59119772911
3401,1645,2.99335575104
461,1645,
531,1645,
3471,1645,3.16322684288
202,1645,
2926,1645,2.73430895805
398,1645,
3620,1645,2.92512249947
1211,1645,2.71748423576
5453,1645,3.29012060165
2271,1645,3.34503746033
721,1645,3.59790205956
1643,1645,3.15262293816
278,1645,
890,1645,3.6895968914
1737,1645,3.67385745049
23,1645,
5792,1645,2.83504533768
549,1645,
343,1645,
443,1645,
1837,1645,3.36179208755
331,1645,
3821,1645,2.18510103226
391,1645,
438,1645,
129,1645,
2077,1645,3.36342811584
543,1645,
524,1645,
869,1645,3.57402586937
403,1645,
509,1645,
2129,1645,3.23683428764
3266,1645,3.5137784481
2395,1645,3.48468399048
5473,1645,3.36376094818
1447,1645,3.35406351089
3462,1645,3.21967792511
82,1645,
249,1645,
245,1645,
3842,1645,3.21703004837
3391,1645,3.82135272026
482,1645,
21,1645,
214,1645,
352,1645,
4117,1645,4.06256580353
195,1645,
1203,1645,3.46218514442
60,1645,
90,1645,
221,1645,
414,1645,
712,1645,3.35278320312
1579,1645,2.92007279396
3992,1645,3.76930451393
4834,1645,3.0720076561
272,1645,
303,1645,
1842,1645,3.58329892159
536,1645,
4328,1645,2.93323945999
110,1645,
4728,1645,3.5243473053
147,1645,
2946,1645,2.94888401031
4089,1645,3.80013275146
424,1645,
123,1645,
1448,1645,3.34466981888
1958,1645,3.5411670208
284,1645,
566,1645,
149,1645,
357,1645,
2276,1645,3.57719016075
302,1645,
1101,1645,3.01179027557
3312,1645,3.10026407242
716,1645,4.02243471146
144,1645,
2528,1645,3.73287677765
1246,1645,3.424888134
1928,1645,3.65456223488
36,1645,
517,1645,
4169,1829,3.23007893562
1266,1829,3.15359950066
1164,1829,2.96357774734
1203,1829,3.22342896461
1228,1829,2.79381394386
1088,1959,3.53584814072
392,1959,
516,1959,
137,1959,
2247,1959,3.82561087608
133,1959,
613,1959,
2683,1959,3.80654597282
1243,1959,3.68667602539
412,1959,
5405,1959,3.68322873116
1260,1959,3.52707910538
4305,1959,3.49913191795
604,1959,
230,1959,
4277,1959,3.86331248283
416,1959,
2998,1959,3.42482304573
696,1959,3.39298129082
291,1959,
660,1959,2.94888877869
3020,1959,3.44201350212
146,1959,
1546,1959,3.23560237885
5539,1959,3.29332256317
218,1959,
6,1959,
178,1959,
1834,1959,3.46472406387
169,1959,
881,1959,2.36559391022
545,1959,
1701,1959,3.72485375404
754,1959,3.47378087044
553,1959,
554,1959,
1181,1959,2.69058966637
347,1959,
511,1959,
1194,1959,3.69197893143
366,1959,
531,1959,
318,1959,
1164,1959,3.93309688568
175,1959,
1865,1959,3.6550552845
721,1959,3.24396657944
594,1959,
485,1959,
1451,1959,3.75098204613
326,1959,
114,1959,
59,1959,
1015,1959,3.44328141212
648,1959,3.31305932999
136,1959,
2814,1959,3.98130345345
543,1959,
10,1959,
3982,1959,3.72984790802
45,1959,
245,1959,
24,1959,
1897,1959,3.5718331337
1912,1959,2.58604097366
156,1959,
143,1959,
411,1959,
2359,1959,3.55853056908
2453,1959,3.69587182999
678,1959,3.83503961563
3507,1959,3.38228654861
287,1959,
1712,1959,4.00744581223
4241,1959,3.6405518055
630,1959,
334,1959,
943,1959,4.15768957138
4834,1959,3.60499310493
376,1959,
1980,1959,3.72002673149
2427,1959,3.57194471359
612,1959,
83,1959,
150,1959,
413,1959,
4371,1959,3.62255644798
600,1959,
424,1959,
123,1959,
499,1959,
2762,1959,3.55916237831
506,1959,
149,1959,
1449,1959,2.91673827171
4079,1959,3.74006843567
3312,1959,3.01855278015
535,1959,
3363,1959,3.62288808823
551,1959,
934,1959,3.16077923775
2643,1959,3.01831102371
208,1959,
2057,1959,3.37692141533
148,2122,
4186,2122,1.43252158165
1051,2122,2.54874491692
2962,2122,1.92087364197
2255,2122,1.93991959095
601,2122,
22,2122,
2638,2122,2.07220697403
1425,2122,2.29425477982
305,2122,
435,2122,
1266,2122,2.44221067429
3648,2122,2.94843292236
5132,2122,1.7376563549
5054,2122,1.51325178146
117,2122,
2041,2122,1.90694761276
4520,2122,2.6140525341
531,2122,
3410,2122,2.03068876266
202,2122,
503,2122,
583,2122,
1643,2122,1.80159771442
278,2122,
549,2122,
1422,2122,1.62887835503
264,2122,
2129,2122,2.49944829941
356,2122,
3842,2122,2.36020970345
1912,2122,1.26750457287
482,2122,
390,2122,
528,2122,
195,2122,
678,2122,2.62644290924
1712,2122,2.7754380703
621,2122,
749,2122,2.762768507
370,2122,
424,2122,
123,2122,
1448,2122,2.12157344818
1958,2122,2.69861102104
2611,2122,2.48519659042
302,2122,
1101,2122,1.95199203491
1851,2122,2.36871767044
1776,2122,2.9800362587
3055,2122,2.44678997993
5636,2122,1.63447737694
148,2142,
1088,2142,2.49814629555
918,2142,1.75838732719
4126,2142,3.03480839729
2168,2142,3.02449655533
476,2142,
1425,2142,2.57993078232
770,2142,2.10419607162
92,2142,
2847,2142,1.86606526375
3401,2142,2.52477192879
531,2142,
614,2142,
310,2142,
494,2142,
629,2142,
1422,2142,2.21483039856
343,2142,
438,2142,
2258,2142,2.53170657158
509,2142,
1611,2142,2.72741246223
1556,2142,2.41995763779
528,2142,
2125,2142,2.75912761688
550,2142,
352,2142,
75,2142,
2195,2142,2.8029961586
639,2142,3.02923417091
536,2142,
5394,2142,2.30909132957
424,2142,
284,2142,
5643,2142,2.20301055908
3312,2142,2.29218363762
5198,2142,1.87669837475
18,2142,
148,2366,
5156,2366,4.5895614624
392,2366,
31,2366,
516,2366,
4186,2366,3.19166898727
53,2366,
588,2366,
296,2366,
193,2366,
2342,2366,3.73906803131
874,2366,4.24184131622
44,2366,
271,2366,
1875,2366,3.6043946743
360,2366,
476,2366,
5787,2366,4.16572570801
1505,2366,3.85629868507
556,2366,
305,2366,
660,2366,3.06273651123
2796,2366,2.4868812561
146,2366,
3970,2366,2.9401409626
2781,2366,3.82857465744
3648,2366,2.62632679939
770,2366,3.00813961029
777,2366,2.09337306023
205,2366,
40,2366,
169,2366,
139,2366,
479,2366,
295,2366,
340,2366,
1029,2366,3.63663005829
544,2366,
1087,2366,3.96264219284
1010,2366,2.87610530853
19,2366,
560,2366,
5054,2366,3.16265416145
415,2366,
299,2366,
5291,2366,3.91651391983
615,2366,
2246,2366,3.35214495659
4520,2366,3.62815237045
1182,2366,3.64419746399
3610,2366,2.13803601265
5397,2366,3.02129006386
202,2366,
1597,2366,3.57370877266
3051,2366,3.14564538002
4940,2366,4.01345348358
498,2366,
884,2366,3.14516782761
1560,2366,3.97143793106
173,2366,
3018,2366,3.63425087929
4,2366,
2574,2366,3.42642116547
161,2366,
791,2366,3.47091412544
3002,2366,4.24148607254
4682,2366,3.39174294472
549,2366,
1998,2366,3.40426158905
87,2366,
166,2366,
3589,2366,2.36158466339
97,2366,
543,2366,
264,2366,
2020,2366,3.5237390995
1780,2366,3.07606482506
2172,2366,3.0156929493
216,2366,
3182,2366,3.0244641304
1447,2366,4.24167299271
1389,2366,3.77275562286
245,2366,
62,2366,
125,2366,
1912,2366,3.07898640633
477,2366,
29,2366,
526,2366,
5475,2366,3.74604773521
550,2366,
195,2366,
1593,2366,2.96095514297
621,2366,
254,2366,
1842,2366,4.15768098831
536,2366,
58,2366,
33,2366,
1860,2366,3.07548427582
3178,2366,3.07137489319
567,2366,
198,2366,
2946,2366,2.82517194748
5394,2366,3.24888515472
424,2366,
1285,2366,3.9944190979
1448,2366,3.70145606995
270,2366,
248,2366,
42,2366,
566,2366,
573,2366,
3768,2366,3.49407172203
302,2366,
1101,2366,3.36371898651
2621,2366,2.51265835762
174,2366,
2282,2366,4.1148147583
4744,2366,2.70162200928
475,2366,
3368,2366,3.05061841011
208,2366,
2962,2659,2.5639898777
587,2659,
4448,2659,3.60721206665
2036,2659,3.2008087635
173,2659,
1717,2659,3.06709337234
1639,2659,3.22232842445
216,2659,
1941,2659,2.82402443886
710,2659,3.13026881218
566,2659,
529,2659,
3475,2866,3.89452528954
451,2866,
255,2866,
481,2866,
5605,2866,2.92945766449
1415,2866,3.14472603798
300,2866,
1260,2866,3.60302305222
319,2866,
346,2866,
855,2866,3.53619909286
1505,2866,3.72402977943
291,2866,
935,2866,3.35874056816
146,2866,
839,2866,4.05820035934
6002,2866,3.80951094627
4765,2866,3.82795357704
5580,2866,3.87889552116
904,2866,2.91079235077
4448,2866,4.09195661545
1451,2866,3.96599626541
445,2866,
161,2866,
981,2866,3.02142381668
238,2866,
1422,2866,3.03080296516
331,2866,
1780,2866,2.92807817459
5172,2866,3.06869602203
245,2866,
1897,2866,3.47959399223
2544,2866,3.43800210953
1712,2866,3.93436408043
749,2866,3.27902293205
123,2866,
1448,2866,3.67301845551
1449,2866,3.0773627758
4079,2866,3.71319246292
1117,2866,3.65682911873
148,3175,
471,3175,
1088,3175,3.58711671829
1645,3175,4.1217956543
392,3175,
623,3175,
1395,3175,3.83844423294
1483,3175,3.42441701889
137,3175,
1265,3175,
4042,3175,3.50015234947
65,3175,
2655,3175,3.30189657211
5682,3175,4.03464317322
53,3175,
255,3175,
2247,3175,3.59632110596
472,3175,
78,3175,
321,3175,
1160,3175,2.63219261169
5222,3175,3.15215945244
597,3175,
155,3175,
530,3175,
796,3175,3.08939361572
2225,3175,3.3692946434
1165,3175,3.65558314323
385,3175,
4169,3175,3.78148555756
436,3175,
2683,3175,2.75381422043
406,3175,
3411,3175,2.71218967438
44,3175,
271,3175,
606,3175,
3017,3175,3.25748062134
5892,3175,3.59383630753
329,3175,
460,3175,
4610,3175,4.24177122116
336,3175,
350,3175,
973,3175,2.43483948708
4305,3175,3.73259782791
602,3175,
2168,3175,3.77345561981
601,3175,
372,3175,
604,3175,
1125,3175,3.2336537838
319,3175,
157,3175,
232,3175,
346,3175,
360,3175,
1505,3175,3.92900657654
5102,3175,4.27893590927
5090,3175,3.9779958725
177,3175,
416,3175,
556,3175,
1425,3175,4.17285633087
2998,3175,3.62389612198
132,3175,
2898,3175,3.75048661232
386,3175,
435,3175,
581,3175,
3648,3175,2.76341581345
1902,3175,3.83598613739
5761,3175,3.73644089699
631,3175,
442,3175,
1399,3175,3.56843328476
13,3175,
218,3175,
16,3175,
86,3175,
474,3175,
470,3175,
169,3175,
139,3175,
431,3175,
692,3175,4.39316558838
402,3175,
582,3175,
1301,3175,3.62342786789
2489,3175,3.26066112518
5492,3175,3.3699195385
1467,3175,3.84944748878
235,3175,
620,3175,
1701,3175,3.46064138412
48,3175,
163,3175,
1010,3175,2.74020910263
2824,3175,3.75182509422
2105,3175,3.28638505936
19,3175,
754,3175,3.1527338028
2451,3175,3.08068823814
92,3175,
553,3175,
415,3175,
3332,3175,3.51135897636
117,3175,
227,3175,
2131,3175,3.49239325523
1733,3175,2.93129253387
154,3175,
425,3175,
2041,3175,3.76833438873
4478,3175,3.50450372696
262,3175,
2691,3175,3.96633315086
4638,3175,2.77566576004
563,3175,
2106,3175,2.28700137138
3401,3175,3.58874058723
3280,3175,2.8827586174
127,3175,
461,3175,
3163,3175,3.99000597
531,3175,
3471,3175,3.19978690147
462,3175,
547,3175,
1124,3175,3.60382390022
3011,3175,4.15979003906
263,3175,
17,3175,
231,3175,
609,3175,
1329,3175,3.67788004875
72,3175,
2688,3175,2.83983969688
1211,3175,3.14100241661
2089,3175,3.29660463333
423,3175,
2271,3175,3.83434534073
594,3175,
610,3175,
3571,3175,3.63499879837
698,3175,3.35897159576
